Author,Committer,Date,Message,Check Runs,Weekday,Year and Month
Stefano80,snicolet,2018-08-08 15:34:12+00:00,Introduce voting system for best move selection  Introduce voting system for best move selction in multi-threads mode. Joint work with Stefan Geschwentner; based on ideas introduced by Michael Stembera.  Moves are upvoted by every thread using the margin to the minimum score across threads and the completed depth.  First thread voting for the winner move is selected as best thread.  Passed STC; LTC. A further LTC test with only 4 threads failed with positive score. A LTC with 31 threads was stopped with LLR 0.77 after 25k games to avoid use of excessive resources (equivalent to 1.5M STC games).  Similar ideas were proposed by Michael Stembera 2 years ago #507; #508. This implementation seems simpler and more understandable; the results slightly more promising.  Further possible work:  1) Tweak of the formula using for assigning votes. 2) Use a different baseline for the score dependent part: maximum score or winning probability could make more sense. 3) Assign votes in `Thread::Search` as iterations are completed and use voting results to stop search. 4) Select best thread as the threads voting for best move with the highest completed depth or; alternatively; vote on PV moves.  Link to SPRT tests  [stopped LTC; 31 threads 20+0.02](http://tests.stockfishchess.org/tests/view/5b61dc090ebc5902bdb95192) LLR: 0.77 (-2.94;2.94) [0.00;5.00] Total: 25602 W: 3977 L: 3850 D: 17775 Elo: 1.70 [-0.68;4.07] (95%)  [passed LTC; 8 threads 20+0.02](http://tests.stockfishchess.org/tests/view/5b5df5180ebc5902bdb9162d) LLR: 2.96 (-2.94;2.94) [0.00;5.00] Total: 44478 W: 7602 L: 7300 D: 29576 Elo: 1.92 [-0.29;3.94] (95%)  [failed LTC; 4 threads 20+0.02](http://tests.stockfishchess.org/tests/view/5b5f39ef0ebc5902bdb92792) LLR: -2.94 (-2.94;2.94) [0.00;5.00] Total: 29922 W: 5286 L: 5285 D: 19351 Elo: 0.48 [-1.98;3.10] (95%)  [passed STC; 4 threads 5+0.05](http://tests.stockfishchess.org/tests/view/5b5dbf0f0ebc5902bdb9131c) LLR: 2.97 (-2.94;2.94) [0.00;5.00] Total: 9108 W: 2033 L: 1858 D: 5217 Elo: 6.11 [1.26;10.89] (95%)  No functional change (in simple threat mode),True,2,2018-08-01
mcostalba,snicolet,2018-08-01 10:40:12+00:00,Improve Stats definition  Use operator const T&() instead of operator T() to avoid possible costly hidden copies of non-scalar nested types.  Currently StatsEntry has a single member T; so assuming sizeof(StatsEntry) == sizeof(T) it happens to work; but it's better to use the size of the proper entry type in std::fill. Note that current code works because std::array items are ensured to be allocated in contiguous memory and there is no padding among nested arrays. The latter condition does not seem to be strictly enforced by the standard; so be careful here.  Finally use address-of operator instead of get() to fully hide the wrapper class StatsEntry at calling sites. For completness add the arrow operator too and simplify the C++ code a bit more.  Same binary code as previous master under the Clang compiler.  No functional change.,True,2,2018-08-01
mcostalba,snicolet,2018-07-31 09:56:10+00:00,"Small tweaks to recent code changes  As a note; current 2 LMR conditions on stat score could be simplified in a single line:  r -= ((ss->statScore >= 0) - ((ss-1)->statScore >= 0)) * ONE_PLY;  We keep them splitted in 2 ""if"" statements because are easier to (immediately) read.  No functional change.",True,1,2018-07-01
noobpwnftw,snicolet,2018-07-31 09:24:28+00:00,Unknown message,True,1,2018-07-01
snicolet,snicolet,2018-07-30 06:26:48+00:00,Introduce tropism measure in king danger  This patch adds the tropism measure as a new term in the king danger variable. Since we then trasform this variable as a Score via a quadratic formula; the main effect of the patch is the positive correlation of the tropism measure with some checks and pins information already present in the king danger code.  STC: LLR: 2.96 (-2.94;2.94) [0.00;5.00] Total: 6805 W: 1597 L: 1431 D: 3777 http://tests.stockfishchess.org/tests/view/5b5df8d10ebc5902bdb91699  LTC: LLR: 2.96 (-2.94;2.94) [0.00;5.00] Total: 32872 W: 5782 L: 5523 D: 21567 http://tests.stockfishchess.org/tests/view/5b5e08d80ebc5902bdb917ee  How to continue from there?  � it may be possible to use CloseEnemies=S(7;0) � we may want to try incorporating other strategic features in the quadratic   king danger.  Closes https://github.com/official-stockfish/Stockfish/pull/1717  Bench: 5591925,True,0,2018-07-01
miguel-l,snicolet,2018-07-28 05:34:37+00:00,Increase the mg->eg gradient for the PawnlessFlank malus  Just a change of value to S(19; 84). Also somewhat of a follow up to the recent tweak in definition of KingFlank.  I tried a lot of other values before this; increasing and decreasing but with little success; and before giving up I wanted to try tweaking the middlegame and endgame values in the opposite directions. I guess this is somewhat lucky.  STC: LLR: 2.94 (-2.94;2.94) [0.00;4.00] Total: 67685 W: 15399 L: 14963 D: 37323 http://tests.stockfishchess.org/tests/view/5b5b5ae80ebc5902bdb8e4f8  LTC: (Also thanks to Stephane Nicolet) LLR: 2.95 (-2.94;2.94) [0.00;4.00] Total: 54635 W: 9505 L: 9172 D: 35958 http://tests.stockfishchess.org/tests/view/5b5b78f20ebc5902bdb8ece5  Closes https://github.com/official-stockfish/Stockfish/pull/1714  Bench: 4883742,True,5,2018-07-01
VoyagerOne,snicolet,2018-07-27 14:23:45+00:00,Simplify cmh pruning  Simplify cmh pruning by removing PvNode exception  STC: LLR: 2.96 (-2.94;2.94) [-3.00;1.00] Total: 9935 W: 2330 L: 2184 D: 5421 http://tests.stockfishchess.org/tests/view/5b587dc00ebc5902bdb88424  LTC: LLR: 2.95 (-2.94;2.94) [-3.00;1.00] Total: 20635 W: 3585 L: 3464 D: 13586 http://tests.stockfishchess.org/tests/view/5b58910a0ebc5902bdb885b9  Closes https://github.com/official-stockfish/Stockfish/pull/1711  Bench: 4905530,True,4,2018-07-01
snicolet,snicolet,2018-07-27 13:46:13+00:00,Fix a compilation error for MSVC  The previous commit wouldn't compile on the Microsoft Virtual Studio C++ compiler. So use a more compatible style for the same idea (which we already use in numerous places of evaluate.cpp; for instance in line 563).  Under the Clang compiler; both versions generate exactly the same machine code (same md5 signatures for the two binaries).  No functional change.,True,4,2018-07-01
snicolet,snicolet,2018-07-27 13:23:57+00:00,Remove a popcount for HinderPassedPawn  Remove a popcount for HinderPassedPawn; and compensate by doubling  the bonus from S(4;0) to to S(8;0).  Maybe it was pure luck; but we got the idea of this Elo gaining patch by seing the simplification attempt by Mike Whiteley in pull request #1703. This suggests that whenever we have a passed evaluation simplification; we should consider the possibility that the master bonus has become slightly out of tune with time; and we should try a few Elo gaining [0..4] tests by hand-tuning the master bonus.  STC: LLR: 2.95 (-2.94;2.94) [0.00;4.00] Total: 19136 W: 4388 L: 4147 D: 10601 http://tests.stockfishchess.org/tests/view/5b59be6f0ebc5902bdb8ac06  LTC: LLR: 2.96 (-2.94;2.94) [0.00;4.00] Total: 99382 W: 17324 L: 16843 D: 65215 http://tests.stockfishchess.org/tests/view/5b59d2410ebc5902bdb8afa8  Closes https://github.com/official-stockfish/Stockfish/pull/1710  Bench: 4688817,True,4,2018-07-01
miguel-l,snicolet,2018-07-27 08:38:20+00:00,Tweak KingFlank when king is on edge files  This tweak excludes files D and E from the KingFlank bitboard when our king is on the A or H files respectively. As far as I can tell; this affects two things: the calculation for CloseEnemies and PawnlessFlank. Aside from filtering out slightly less relevant attacks in the flank; I suspect this helps with king prophylaxis; avoiding attacks and moving towards the center when the pawns start to come off.  STC LLR: 2.95 (-2.94;2.94) [0.00;4.00] Total: 56755 W: 12881 L: 12489 D: 31385 http://tests.stockfishchess.org/tests/view/5b58a94c0ebc5902bdb88c72  LTC LLR: 2.95 (-2.94;2.94) [0.00;4.00] Total: 130205 W: 22536 L: 21957 D: 85712 http://tests.stockfishchess.org/tests/view/5b58b7580ebc5902bdb89029  How to continue: Tweaking the two bonuses mentioned might give some gain; although as far as I can tell; CloseEnemies is very sensitive to even small changes.  Closes https://github.com/official-stockfish/Stockfish/pull/1705  Bench: 5026009,True,4,2018-07-01
Jekaa,snicolet,2018-07-27 08:30:53+00:00,Small reformat in evaluate threats (non functional)  When evaluating threat by safe pawn and pawn push the same expression is used.  STC LLR: 2.95 (-2.94;2.94) [0.00;5.00] Total: 19444 W: 4540 L: 4309 D: 10595 http://tests.stockfishchess.org/tests/view/5b5a6e150ebc5902bdb8c5c0  Closes https://github.com/official-stockfish/Stockfish/pull/1709  No functional change.  --------------------  Comments by St�phane Nicolet:  I don't measure any speed-up on my system; with two parallel benches at depth 22:  Total time (ms) : 74989 Nodes searched : 144830258 Nodes/second : 1931353 master  Total time (ms) : 75341 Nodes searched : 144830258 Nodes/second : 1922329 testedpatch  And anyway; like Stefan Geschwentner; I don't think that a 0.3% speed-up would be enough to pass a [0..5] LTC test -- as a first approximation; we have this rule of thumb that 1% speed-up gives about 1 Elo point.  However; considering the facts that the reformatting by itself is interesting; that this is your first green test and that you played by the rules by running the SPRT[0..5] test before opening the pull request; I will commit the change. I will only take the liberty to change the occurrences of safe in lines 590 and 591 to b; to make the code more similar to lines 584 and 585.  So approved; and congrats :-),True,4,2018-07-01
ianfab,snicolet,2018-07-27 08:16:33+00:00,Fix condition for error message of signature script  Use obtained bench instead of reference bench when checking for crash.  No functional change.,True,4,2018-07-01
Unknown,snicolet,2018-07-26 07:34:22+00:00,Remove condition for pawn threats  It appears as though removing squares that are already attacked by our pawns can be removed.  STC LLR: 2.96 (-2.94;2.94) [-3.00;1.00] Total: 51242 W: 11503 L: 11440 D: 28299 http://tests.stockfishchess.org/tests/view/5b58b5a40ebc5902bdb88f52  LTC LLR: 2.95 (-2.94;2.94) [-3.00;1.00] Total: 35246 W: 6063 L: 5966 D: 23217 http://tests.stockfishchess.org/tests/view/5b58f8e20ebc5902bdb8959b  How to continue after this patch: there is now a slight semantic overlap between the ThreatByPawnPush and the ThreatBySafePawn bonuses; so hand-tuning either of these; or both at the same time; is natural.  Closes https://github.com/official-stockfish/Stockfish/pull/1702  Bench 4734881,True,3,2018-07-01
locutus2,snicolet,2018-07-25 23:29:12+00:00,Rank threats on pinned pawns  Add for pinned pawns half of the standard rank based threat bonus.  STC: LLR: 2.97 (-2.94;2.94) [0.00;5.00] Total: 44010 W: 9987 L: 9635 D: 24388 http://tests.stockfishchess.org/tests/view/5b58aa780ebc5902bdb88c7a  LTC: LLR: 2.95 (-2.94;2.94) [0.00;5.00] Total: 29475 W: 5089 L: 4847 D: 19539 http://tests.stockfishchess.org/tests/view/5b58b56c0ebc5902bdb88f37  Closes https://github.com/official-stockfish/Stockfish/pull/1701  Bench: 4503866,True,2,2018-07-01
snicolet,snicolet,2018-07-25 16:31:02+00:00,Code clean-up  This patch implements some idea by Alain Savard and Mike Whiteley taken from the perpertual renaming/reformatting thread.  This is a pure code cleaning patch (so no change in functionality); but I use it as a pretext to correct the bogus bench number that I introduced in the previous commit.  Bench: 4413383,True,2,2018-07-01
locutus2,snicolet,2018-07-25 16:02:07+00:00,Tweak stat bonus  Increase stat bonus by 1/32 and adjust the divisor of main and capture history tables to 10692.  STC: LLR: 2.96 (-2.94;2.94) [0.00;4.00] Total: 28437 W: 6444 L: 6166 D: 15827 http://tests.stockfishchess.org/tests/view/5b579b4d0ebc5902bdb87139  LTC: LLR: 2.96 (-2.94;2.94) [0.00;4.00] Total: 111204 W: 19160 L: 18644 D: 73400 http://tests.stockfishchess.org/tests/view/5b57a7c60ebc5902bdb872d3  Closes https://github.com/official-stockfish/Stockfish/pull/1698  Bench: 4778882,True,2,2018-07-01
VoyagerOne,snicolet,2018-07-25 15:55:16+00:00,CounterMove History Pruning Tweak  STC: (Yellow) LLR: -2.96 (-2.94;2.94) [0.00;5.00] Total: 40124 W: 8817 L: 8751 D: 22556 http://tests.stockfishchess.org/tests/view/5b5690180ebc5902bdb85c8a  LTC: LLR: 2.95 (-2.94;2.94) [0.00;5.00] Total: 21599 W: 3811 L: 3599 D: 14189 http://tests.stockfishchess.org/tests/view/5b5757010ebc5902bdb86b1f  Closes https://github.com/official-stockfish/Stockfish/pull/1697  Bench:  4794161,True,2,2018-07-01
locutus2,snicolet,2018-07-25 05:39:06+00:00,"Revert ""Tweak reductions formula: 0.88 * depth + 0.12""  This patch reverts the recent commit called ""Tweak reductions formula; etc."" The decisions for the revert decision were as follows:  1) The original commit called ""Tweak reductions formula: 0.88 * depth + 0.12"" showed bad scaling at in a Very Long Time Control (VLTC) test:  VLTC (180+1.8): LLR: -1.59 (-2.94;2.94) [0.00;5.00] Total: 14968 W: 2247 L: 2257 D: 10464 http://tests.stockfishchess.org/tests/view/5b559ffa0ebc5902bdb84f36  2) So there was a suspicion that the original fast passing LTC test which lead us to accept the patch may have been a statistical accident; so we organized a match against the previous master at LTC to get an Elo estimate for the patch:  LTC match: ELO: -1.83 +-2.1 (95%) LOS: 4.3% Total: 36018 W: 6018 L: 6208 D: 23792 http://tests.stockfishchess.org/tests/view/5b55f8110ebc5902bdb8526f  3) Based on these results; we ran a simplification test with [-3..1] bounds for the revert at LTC:  LTC: LLR: 2.95 (-2.94;2.94) [-3.00;1.00] Total: 41501 W: 7107 L: 7020 D: 27374 http://tests.stockfishchess.org/tests/view/5b5738670ebc5902bdb86932  4) So we revert.  Bench: 4491691",True,2,2018-07-01
Unknown,snicolet,2018-07-24 06:39:08+00:00,Slight decrease of overload value  Set overload value to S(13;6)  STC: LLR: 2.96 (-2.94;2.94) [0.00;4.00] Total: 27606 W: 6371 L: 6094 D: 15141 http://tests.stockfishchess.org/tests/view/5b5455840ebc5902bdb82425  LTC: LLR: 2.95 (-2.94;2.94) [0.00;4.00] Total: 112435 W: 19442 L: 18921 D: 74072 http://tests.stockfishchess.org/tests/view/5b546d4a0ebc5902bdb82741  Closes https://github.com/official-stockfish/Stockfish/pull/1694  Bench: 4937000,True,1,2018-07-01
locutus2,snicolet,2018-07-23 07:16:29+00:00,Tweak reductions formula: 0.88 * depth + 0.12  Replace the depth part in the reduction formula for higher depths with a slower growing linear function. So for depth > 3 less reductions are used.  What we can try next: - move the break point to even higher depths - tweak the slope for lower and higher depth - even possibly use a further higher depth threshold for a another   slower growing function  STC: LLR: 2.95 (-2.94;2.94) [0.00;5.00] Total: 25317 W: 5763 L: 5505 D: 14049 http://tests.stockfishchess.org/tests/view/5b54f9f70ebc5902bdb840ed  LTC: LLR: 2.96 (-2.94;2.94) [0.00;5.00] Total: 7451 W: 1320 L: 1167 D: 4964 http://tests.stockfishchess.org/tests/view/5b54feeb0ebc5902bdb84244  Closes https://github.com/official-stockfish/Stockfish/pull/1692  Bench: 4617359,True,0,2018-07-01
goodkov,snicolet,2018-07-22 22:03:05+00:00,Simplify condition for ThreatByRook  Remove stronglyProtected Queen for ThreatByRook. Idea is that in the current master the  SliderOnQueen bonus and the see_ge() function do something similar as ThreatByRook for Queen; so this patch removes some redundancy; in that sense.  STC: LLR: 2.95 (-2.94;2.94) [-3.00;1.00] Total: 21878 W: 4939 L: 4818 D: 12121 http://tests.stockfishchess.org/tests/view/5b53a83b0ebc5902bdb815d1  LTC: LLR: 2.95 (-2.94;2.94) [-3.00;1.00] Total: 35307 W: 5979 L: 5882 D: 23446 http://tests.stockfishchess.org/tests/view/5b53b60b0ebc5902bdb8174c  Close https://github.com/official-stockfish/Stockfish/pull/1690  Bench: 4834554,True,6,2018-07-01
